-0.5,-0.5
-0.459339513560015,-0.470901463224695
-0.446982635617999,-0.422452442929893
-0.441084105563302,-0.372801588524417
-0.430622726150391,-0.323908239889054
-0.392095747751422,-0.292038631553755
-0.354109687845249,-0.324551079213145
-0.304530284019345,-0.331022764949336
-0.254853329580358,-0.325348243148622
-0.205315440878843,-0.318566091351714
-0.186940406131075,-0.272064929021958
-0.166078411987425,-0.226625109476208
-0.147747263056503,-0.180106629504562
-0.119057576540417,-0.139156636981868
-0.0987684285879949,-0.0934581635351029
-0.100168041501263,-0.04347775653703
-0.150095344431639,-0.0407824973475444
-0.164086625710615,0.00722004475360453
-0.18302642143066,0.0534940562296259
-0.133865348054028,0.0626148492026857
-0.144187392923974,0.111537802810403
-0.101370026922741,0.137357817696464
-0.107115544314382,0.187026611016842
-0.0626732821086783,0.209936987051283
-0.0182310199029749,0.232847363085725
0.0262112423027284,0.255757739120166
0.0577998668749775,0.217000045720874
0.107765992699845,0.218840227791614
0.143144474440927,0.254172409010667
0.184225442823063,0.282674234158995
0.225413482496946,0.311021110315331
0.266601522170829,0.339367986471667
0.307789561844712,0.367714862628002
0.356279163671409,0.379911522608852
0.394648033454741,0.411971307878714
0.433016903238074,0.444031093148576
0.471385773021406,0.476090878418438
